Bal,Brick,Distance,District,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloors,Price,Rooms,Tel,Totsp,Walk
,1.0,1.4943434486823337,CAD,2,7.0,25.0,4.0,737,0,6.0,18176312,1,1.0,34.0,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,738,1,6.0,18082312,2,,47.6,1.0
1.0,1.0,3.9931098777130294,CAD,13,10.4,28.7,5.0,739,1,13.0,18099200,2,,50.5,1.0
1.0,1.0,3.4303249404972194,CAD,6,9.0,35.0,5.0,740,0,14.0,18100000,2,0.0,55.9,1.0
1.0,1.0,3.9931098777130294,CAD,13,12.7,17.9,5.0,741,1,13.0,18102745,1,,52.1,1.0
,1.0,2.221385087329601,CAD,4,8.0,32.2,10.0,742,1,8.0,18160000,2,,45.4,1.0
1.0,1.0,3.347709960781447,CAD,11,11.0,32.0,6.0,743,0,14.0,18200000,2,0.0,57.0,0.0
1.0,,0.0030375751064750916,CAD,10,10.0,64.0,2.0,744,0,16.0,18200000,4,1.0,75.0,1.0
1.0,,2.535805875917013,CAD,6,9.0,38.0,4.0,745,0,11.0,18300000,2,,67.0,1.0
1.0,1.0,3.1692233076310323,CAD,2,10.8,40.9,6.0,746,0,9.0,18300000,3,1.0,71.0,1.0
,1.0,1.222480092276162,CAD,2,8.0,45.0,10.0,747,0,5.0,18300000,3,,61.0,1.0
1.0,1.0,2.0441461442774624,CAD,3,20.0,30.0,,748,1,8.0,18310000,1,,51.0,
1.0,1.0,2.0441461442774624,CAD,3,20.0,30.0,12.0,749,1,8.0,18310000,1,,48.8,1.0
0.0,1.0,1.9676137376493077,CAD,3,13.0,25.0,7.0,750,0,8.0,18356000,1,1.0,48.8,1.0
1.0,1.0,2.561433234980412,CAD,14,12.4,27.5,10.0,751,1,19.0,18359600,2,,58.1,1.0
1.0,1.0,3.06460357456751,CAD,8,,77.3,5.0,752,0,18.0,18474700,2,,77.3,1.0
,,4.339458902526838,CAD,12,,0.0,13.0,753,0,21.0,18500000,1,,56.0,1.0
,0.0,2.334003363162294,CAD,1,8.0,36.9,3.0,754,0,24.0,18500000,2,1.0,51.0,1.0
1.0,1.0,3.029865336112774,CAD,6,11.0,30.0,10.0,755,0,14.0,18500000,1,1.0,57.0,1.0
0.0,1.0,2.6029705678161386,CAD,1,15.0,90.0,3.0,756,0,14.0,87000000,3,1.0,113.5,1.0
,,4.71519735664875,CAD,3,,65.0,10.0,757,0,5.0,77898480,3,1.0,95.0,1.0
,1.0,2.346105469918024,CAD,11,,78.0,3.0,758,1,12.0,91681800,3,,105.2,1.0
2.0,1.0,2.832065431718301,CAD,5,7.4,41.3,4.0,759,0,7.0,18500000,3,,62.0,1.0
,0.0,2.88429699317147,CAD,1,11.0,54.9,8.0,760,0,6.0,18500000,3,1.0,82.4,1.0
1.0,1.0,3.284794468657385,CAD,11,10.0,30.0,12.0,761,0,12.0,18500000,2,0.0,56.0,1.0
0.0,1.0,2.334003363162294,CAD,1,17.0,24.0,3.0,762,0,30.0,18500000,1,,41.0,1.0
1.0,0.0,4.359133279123224,CAD,5,10.7,51.3,10.0,763,0,17.0,18500000,3,1.0,80.0,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,764,1,7.0,18533894,2,,57.7,1.0
1.0,1.0,3.318966139593296,CAD,14,10.0,28.0,5.0,765,0,14.0,18600000,1,1.0,52.0,1.0
,0.0,2.629634677944443,CAD,5,9.0,63.0,5.0,766,0,5.0,18600000,4,1.0,90.0,1.0
0.0,0.0,2.353468182910278,CAD,4,12.0,56.0,4.0,767,0,6.0,18600000,3,1.0,80.0,0.0
,1.0,2.629634677944443,CAD,5,10.0,61.0,3.0,768,0,5.0,18600000,4,1.0,90.0,1.0
,1.0,4.289250412504936,CAD,5,8.0,41.9,10.0,769,1,21.0,18607600,1,,51.1,1.0
1.0,1.0,3.9931098777130294,CAD,2,12.3,35.4,5.0,770,1,13.0,18696634,2,,67.5,1.0
,0.0,4.758558823903895,CAD,3,8.1,38.2,5.0,771,0,10.0,18700000,3,,53.7,1.0
,,4.748333412693239,CAD,6,,40.0,10.0,772,0,8.0,18800000,2,,52.0,1.0
0.0,1.0,4.060755485340341,CAD,5,15.0,52.0,5.0,773,0,8.0,18900000,2,1.0,72.7,1.0
0.0,1.0,3.275575145777728,CAD,2,,0.0,13.0,774,0,7.0,19000000,1,1.0,55.0,1.0
1.0,1.0,3.644529341079017,CAD,5,9.0,45.0,6.0,775,0,5.0,19000000,3,,66.0,1.0
1.0,,3.4778729062425318,CAD,3,9.0,58.0,11.0,776,0,5.0,19000000,3,1.0,80.0,1.0
1.0,0.0,3.63105802763647,CAD,7,8.1,47.4,7.0,777,0,12.0,19000000,3,1.0,81.9,1.0
,1.0,2.1655716111714476,CAD,6,14.0,36.0,5.0,778,0,8.0,19000000,2,,62.0,1.0
1.0,0.0,3.3739078055713456,CAD,2,8.6,62.7,10.0,779,0,5.0,19000000,3,0.0,85.0,1.0
1.0,0.0,3.718023526609489,CAD,4,9.0,48.0,10.0,780,0,8.0,19000000,3,1.0,75.0,1.0
2.0,1.0,4.811355417527304,CAD,3,10.0,49.0,11.0,781,0,25.0,19000000,3,1.0,80.5,1.0
2.0,0.0,4.5857731752616715,CAD,3,10.2,49.0,12.0,782,0,12.0,19000000,3,1.0,85.0,1.0
1.0,1.0,3.9805649764877624,CAD,12,,54.1,21.0,783,0,19.0,19000000,1,0.0,54.1,1.0
,,0.7180809437336085,CAD,5,15.0,85.0,8.0,784,0,7.0,53500000,4,1.0,108.0,1.0
,,1.6781502968963475,CAD,6,,0.0,10.0,785,0,9.0,516370400,4,,221.0,1.0
,,2.122587080703247,CAD,5,,0.0,9.0,786,1,7.0,85258867,3,,134.1,1.0
,,2.0441461442774624,CAD,3,,0.0,6.0,787,1,8.0,19096000,1,,50.8,1.0
,,2.0441461442774624,CAD,3,15.0,25.0,5.0,788,0,8.0,19096000,1,0.0,50.8,1.0
0.0,1.0,2.0441461442774624,CAD,3,,0.0,9.0,789,1,8.0,19096000,1,,50.8,1.0
,,2.0441461442774624,CAD,4,,0.0,6.0,790,1,8.0,19332000,1,,48.8,1.0
,1.0,2.0441461442774624,CAD,4,15.0,25.0,5.0,791,0,8.0,19332000,1,,48.8,1.0
0.0,1.0,2.0441461442774624,CAD,4,,48.8,7.0,792,1,8.0,19332000,1,,48.8,0.0
1.0,1.0,2.442150974754942,CAD,2,9.0,27.0,6.0,793,0,12.0,19400000,2,1.0,57.0,1.0
,0.0,2.6382963967549427,CAD,7,20.0,50.0,5.0,794,0,11.0,19400000,2,1.0,72.0,1.0
1.0,1.0,2.561433234980412,CAD,2,12.0,44.3,10.0,795,1,19.0,19427100,3,,84.1,1.0
,1.0,4.060755485340341,CAD,2,,0.0,5.0,796,0,5.0,19498050,3,,71.5,1.0
0.0,0.0,4.861081472086275,CAD,4,,0.0,15.0,797,0,9.0,19500000,2,1.0,45.0,1.0
1.0,1.0,2.61828718111963,CAD,4,6.0,35.3,5.0,798,0,8.0,19500000,2,1.0,56.1,1.0
2.0,0.0,3.4976883069140277,CAD,6,10.3,44.6,15.0,799,0,17.0,19500000,3,1.0,71.0,0.0
,0.0,4.485477524974514,CAD,2,9.5,43.0,10.0,800,0,8.0,19500000,3,1.0,70.0,1.0
2.0,0.0,4.715849127307837,CAD,11,10.0,54.2,12.0,801,0,17.0,19500000,3,1.0,84.6,1.0
1.0,1.0,4.499077774942842,CAD,5,6.1,42.8,8.0,802,0,8.0,19500000,3,1.0,65.4,1.0
,0.0,3.0499954983160475,CAD,10,12.0,37.0,5.0,803,0,10.0,19500000,2,1.0,70.0,1.0
1.0,1.0,4.060755485340341,CAD,3,,60.9,7.0,804,0,5.0,19561000,2,0.0,60.9,1.0
1.0,1.0,4.129126550773845,CAD,3,12.0,54.0,5.0,805,0,5.0,19610000,3,,85.0,1.0
,,3.275575145777728,CAD,2,,0.0,13.0,806,1,7.0,19723264,2,,54.4,1.0
1.0,1.0,2.0441461442774624,CAD,3,20.0,30.0,12.0,807,1,8.0,19800000,1,,50.8,1.0
1.0,,5.227192786025165,CAD,7,10.0,51.0,15.0,808,0,14.0,19800000,3,,82.0,1.0
1.0,0.0,2.096324980901868,CAD,5,8.0,35.0,4.0,809,0,9.0,19900000,2,1.0,56.0,1.0
0.0,0.0,2.193630902762599,CAD,6,9.0,47.0,2.0,810,0,14.0,19900000,3,1.0,68.0,0.0
,0.0,1.548868141615486,CAD,1,6.0,37.0,4.0,811,0,6.0,19900000,2,1.0,58.0,1.0
